afterTaxInterestRate,taxRate,netValuePerShare,revenuePerShare,currentRatio,quickRatio,totalDebtToNetWorth,accountsReceivablesTurnover,averageCollectionDays,inventoryTurnover,fixedAssetsTurnover,netWorthTurnover,revenuePerPerson,operatingProfitPerPerson,allocationRatePerPerson,cashToTotalAssets,quickAssetsToCurrentLiab,cashToCurrentLiab,operatingFundsToLiab,inventoryToWorkingCap,inventoryToCurrentLiab,workingCapitalToEquity,longTermLiabToCurrentAssets,totalIncomeToTotalExpense,totalExpenseToAssets,currentAssetsTurnover,quickAssetTurnover,cashTurnover,cashFlowToSales,fixedAssetsToTotalAssets,currentLiabToTotalLiab,cashFlowToLiab,cashFlowToAssets,cashFlowToEquity,currentLiabToCurrentAssets,liabAssetFlag,netIncomeToTotalAssets,noCreditInterval,grossProfitToSales,liabToEquity,degreeFinLeverage,interestCoverageRatio,equityToLiab,default
0.781714115,0.176029963,0.184400152,0.013128242,0.015092621,0.005907145,0.002767671,0.001720552,0.003675224,0.000118465,0.000264774,0.019032258,0.068751377,0.410642003,0.032559405,0.009159559,0.009992259,0.00229932,0.353337298,0.277261496,0.013517535,0.733406812,0.020849118,0.002655645,0.006462832,8590000000.0,6010000000.0,1410000000.0,0.67156938,0.13417168,0.271953814,0.458393292,0.593659,0.314267757,0.019431853,0,0.812064216,0.624208051,0.60228776,0.276786229,0.026832945,0.565350071,0.056220247,0
0.781640712,0.0,0.175171716,0.012614002,0.022312567,0.019847483,0.003977786,0.000645207,0.009809706,0.000161457,9760000000.0,0.020645161,0.013230909,0.395422989,0.019388188,0.120691174,0.020851714,0.014128825,0.359125414,0.277023727,0.004121567,0.738224398,0.009614684,0.002349866,0.013718237,0.000292203,0.000289316,0.000179462,0.671601714,0.429963585,0.463899263,0.466422267,0.619133948,0.317996792,0.013131769,0,0.805578531,0.620875402,0.607002049,0.277664226,0.026938107,0.565773545,0.042684014,0
0.781416571,0.0,0.155956344,0.020191479,0.005634304,0.001399274,0.008604857,0.002917635,0.002167221,7220000000.0,0.000110449,0.036612903,0.02303365,0.382725402,0.025603299,0.010392877,0.001525985,0.000463313,0.343951837,0.269934161,0.010959663,0.73149835,0.002680561,0.001503522,0.007354408,9470000000.0,2300000000.0,801000000.0,0.671572175,0.629131335,0.784750183,0.459238163,0.579930709,0.314529238,0.050869004,0,0.764641757,0.624667045,0.587618635,0.281019525,0.02670461,0.564708912,0.025504586,0
0.781633975,0.197489624,0.201171463,0.088313142,0.012336935,0.010018877,0.008394204,0.00096984,0.006517033,0.000175023,0.0013738,0.068709677,0.033482661,0.401630447,0.003273201,0.254931077,0.009926195,0.011288316,0.34815898,0.277174357,0.006576368,0.74061142,0.00353818,0.002375917,0.031742686,0.000116546,0.000100355,0.000109918,0.6716018,0.098927854,0.800362305,0.475176272,0.599061625,0.330391732,0.023734759,0,0.823075878,0.624041937,0.604324407,0.280866573,0.026846094,0.565407401,0.025882262,0
0.781910186,0.057495698,0.186338545,0.019026877,0.011395908,0.000854038,0.006577663,0.003136762,0.002016079,97400000.0,0.000308651,0.024193548,0.061207644,0.447581466,0.025666833,0.014583878,0.001390652,0.000609312,0.347551783,0.277905797,0.026176657,0.738967225,0.000390341,0.00276268,0.012227405,0.000417631,5050000000.0,2110000000.0,0.671578865,0.126674399,0.970235334,0.46047878,0.59237905,0.315509598,0.025668018,0,0.834095921,0.622971219,0.618703439,0.279549699,0.026791157,0.565158396,0.030115647,0
0.781662606,0.293248304,0.192954363,0.024502019,0.013269225,0.008572815,0.0039559,0.000825784,0.00765871,5500000000.0,0.000220897,0.025645161,0.019079653,0.402297551,0.010911994,0.158628486,0.008949395,0.008948594,0.362442936,0.277279445,0.011503269,0.737767726,0.0,0.002336357,0.025416667,0.000248835,0.000175875,0.00016267,0.671580405,0.243332038,0.984076301,0.462141826,0.628694723,0.315934977,0.022083421,0,0.811781893,0.624602264,0.612044868,0.277648146,0.026800625,0.565203144,0.042859905,0
0.781614887,0.12956777,0.192322279,0.054645553,0.007254892,0.004948302,0.01596677,0.000760857,0.008315366,9340000000.0,0.000134657,0.048548387,0.01438832,0.395140318,0.01407577,0.067692347,0.00513917,0.002951057,0.346797904,0.277831404,0.005817623,0.734513245,0.008374002,0.002324073,0.017273541,0.000148043,0.00011017,5950000000.0,0.671580884,0.48520394,0.611575114,0.460991685,0.601892327,0.317792692,0.039895354,0,0.805465736,0.623309316,0.603260661,0.2863584,0.027422225,0.56704239,0.018521668,0
0.781636922,0.0,0.188361215,0.041910553,0.003762235,0.001642572,0.012577171,0.003828635,0.001652314,0.000137955,9150000000.0,0.039516129,0.01059589,0.393150313,0.014913724,0.019664921,0.001982451,0.001157752,0.343021363,0.276532705,0.004951208,0.72916159,0.042960025,0.002276927,0.046722556,5390000000.0,2850000000.0,1840000000.0,0.671574675,0.657042761,0.493420037,0.459765186,0.577707363,0.315294224,0.074428357,0,0.80879948,0.623541367,0.617343089,0.283900609,0.027074619,0.566224134,0.020731717,0
0.781525483,0.0,0.193544309,0.016909418,0.027990552,0.021498165,0.00093654,0.004051819,0.001560946,0.000162985,0.000254183,0.019516129,0.030553883,0.387485584,0.016755402,0.033930604,0.022505752,0.008340214,0.353494947,0.277102553,0.014504167,0.735029696,0.0,0.002180106,0.016822989,0.000128846,0.000111081,3970000000.0,0.671579872,0.204658121,0.659839166,0.466194481,0.57736833,0.315431417,0.010435626,0,0.791033964,0.624661668,0.595063537,0.275458386,0.026784149,0.565124759,0.134800925,0
0.781712431,0.342139893,0.196114787,0.033576841,0.018905401,0.018161867,0.001371524,0.001525773,0.004142312,0.000581435,0.002062213,0.031290323,0.054072235,0.41742611,0.003296172,0.105682372,0.018387248,0.013845657,0.395158281,0.277000155,0.001689507,0.735498495,0.0,0.002472488,0.027674244,848000000.0,9140000000.0,6730000000.0,0.671572186,0.041745047,0.924777418,0.459136467,0.637966262,0.314541927,0.015514971,0,0.835247517,0.624025094,0.610561196,0.275773543,0.026791157,0.565158396,0.098858331,0
0.781569273,0.065796133,0.173022629,0.087647655,0.006253335,0.00542554,0.024062776,0.000933318,0.00676979,0.000686908,0.000647562,0.094032258,0.111084999,0.400511069,0.026565104,0.149921642,0.006004275,0.003891566,0.336643369,0.277587335,0.00100068,0.733299964,0.002774965,0.002304991,0.016384401,0.000124312,0.000127646,7740000000.0,0.671569197,0.202244906,0.910701768,0.458345197,0.536944248,0.311942576,0.046034894,0,0.803144717,0.623716654,0.597157453,0.292230149,0.028222082,0.568056759,0.015747871,0
0.781918747,0.094948881,0.168260925,0.026422856,0.013473281,0.012187347,0.005509808,0.001897071,0.003332807,0.000239988,0.004699364,0.055,0.033955613,0.431751883,0.000630966,0.307267146,0.013325202,0.013819864,0.460484819,0.276993857,0.00073744,0.740349487,0.0,0.002418809,0.077413873,0.000208398,0.000219452,0.000209583,0.67164499,0.011886878,1.0,0.490579922,1.0,0.335186454,0.02175148,0,0.881547502,0.623978322,0.639636779,0.278775049,0.026810019,0.565246758,0.03387823,0
0.781689413,0.197287175,0.203278412,0.030461152,0.030731885,0.021784508,0.010201625,0.001213314,0.005207991,5310000000.0,0.000214845,0.026451613,0.011594671,0.39846453,0.006750626,0.096403793,0.023841691,0.014576666,0.354342042,0.277116835,0.018131277,0.742792923,0.023546721,0.002374432,0.018637292,0.000295888,0.00024218,0.00013654,0.671572427,0.179315993,0.201139762,0.459293715,0.633713689,0.314589496,0.009486897,0,0.811713493,0.624639865,0.613501585,0.282177804,0.02705765,0.566173183,0.023144781,0
0.781775449,0.133616763,0.226623404,0.042530665,0.007250523,0.005721864,0.005284564,0.000921145,0.006869698,0.000226422,0.000175507,0.02983871,0.014015246,0.399561294,0.011392268,0.040612248,0.006000783,0.002470819,0.356587616,0.277504104,0.003583078,0.732982647,0.006467075,0.002763363,0.011844299,0.000115711,0.000102098,4000000000.0,0.671569299,0.36006708,0.75426194,0.458357348,0.621024595,0.313986227,0.039917868,0,0.832948472,0.625541511,0.607574814,0.278611798,0.026817936,0.565282927,0.034860375,0
0.781622326,0.16610993,0.180860478,0.013929852,0.005447097,0.002741779,0.004480252,0.001886926,0.003350739,0.000119038,552000000.0,0.02,0.024564135,0.397379073,0.056468802,0.024742831,0.002837415,0.002088498,0.343523272,0.274158146,0.007093343,0.731639948,0.022379125,0.002368469,0.006601291,984000000.0,5230000000.0,3850000000.0,0.67156457,0.644139234,0.59981491,0.457615837,0.573733217,0.31367302,0.052530389,0,0.801301081,0.624488055,0.600678878,0.278028211,0.027181679,0.566518036,0.039154758,0
0.781693484,0.0,0.170999958,0.012644252,0.042288168,0.039283856,0.001110716,0.000744626,0.00849554,0.000349473,0.002233938,0.021612903,0.002793649,0.39398702,0.000160493,0.465115685,0.042370239,0.077454991,0.366816199,0.276975567,0.000132297,0.739628193,0.0,0.002255647,0.119596097,0.000276353,0.000295079,0.000495471,0.671649276,0.023507318,0.856631978,0.526782353,0.594429969,0.324382201,0.006830528,0,0.813951066,0.623904846,0.663557068,0.275584993,0.026791157,0.565158396,0.11734926,0
0.781890537,0.01680332,0.20091863,0.020962839,0.017737854,0.013551686,0.007872587,0.000474775,0.013332935,6740000000.0,6810000000.0,0.022741935,0.015345975,0.406447163,0.031670433,0.133402151,0.014298476,0.015079319,0.349348651,0.277126708,0.009229669,0.738009697,0.022938747,0.002611659,0.013454932,0.000284802,0.00024204,0.000234318,0.671593928,0.512565435,0.314293657,0.462232538,0.603223301,0.31733013,0.016538407,0,0.826023482,0.621752659,0.621334909,0.280488391,0.02687049,0.565510257,0.026901493,0
0.78144829,0.0,0.150731111,0.00588351,0.024300704,0.019460702,0.001786447,0.000590425,0.010692648,8140000000.0,0.000189881,0.020806452,0.004626706,0.389226838,0.003213638,0.370973022,0.021251439,0.036995017,0.305560951,0.277061767,0.008219854,0.738845592,0.0,0.00219206,0.064182479,0.000343038,0.00031671,0.00050338,0.671620694,0.223225503,0.990532215,0.482287635,0.506494671,0.319726816,0.012046192,0,0.78171374,0.623956349,0.624882576,0.276075002,0.026791005,0.565157672,0.07968856,0
0.781751729,0.277153558,0.16927226,0.01556332,0.011078281,0.010052565,0.002017162,0.025069745,0.000251903,19100000.0,8850000000.0,0.025806452,0.009770427,0.398554985,0.013594541,0.261579435,0.011216191,0.023728782,0.400008003,0.27697486,0.0,0.734090311,0.0,0.002381247,0.035838821,0.000106381,0.000117508,0.000236793,0.671614057,0.670504965,0.992731454,0.486409231,0.67225126,0.321380123,0.026392395,0,0.827695149,0.624003725,0.621676026,0.276241988,0.026798668,0.565193959,0.072257106,0
0.781572501,0.0,0.186464961,0.022974424,0.022242052,0.017967228,0.003792666,0.000762886,0.008299995,19100000.0,0.005381725,0.02483871,0.006448012,0.391454286,0.000171954,0.407646091,0.022378249,0.033147369,0.373442192,0.27697486,0.0,0.740834276,0.0,0.002159852,0.040992057,0.00027789,0.000297055,0.000402681,0.671616133,0.011775075,0.69757315,0.475829301,0.658376895,0.322153782,0.013173784,0,0.779124088,0.624286745,0.606649958,0.277529858,0.026791157,0.565158396,0.044214804,0
0.781573203,0.393764551,0.205174666,0.076803243,0.009687333,0.006521628,0.010851822,0.000712163,0.008884923,0.000109485,0.000722455,0.050806452,0.051763289,0.402184482,0.008981952,0.043102142,0.006638266,0.001949242,0.345865957,0.277400612,0.008225554,0.737599319,0.008680602,0.002249672,0.026198506,0.000125384,9050000000.0,2560000000.0,0.671571998,0.1273521,0.690848819,0.459170847,0.591668717,0.314433439,0.03010868,0,0.798971327,0.623823282,0.600868352,0.282649446,0.027802638,0.567622665,0.022380442,0
0.781881133,0.040489928,0.189498968,0.030914893,0.008136012,0.001675012,0.02184408,0.000488978,0.012940137,1280000000.0,0.001116591,0.034354839,0.056428183,0.443601456,0.00717018,0.066539845,0.003582367,0.001621872,0.316487264,0.278043732,0.012107831,0.741481689,0.0,0.002878291,0.007439351,0.000665157,0.000306518,0.000122197,0.671579621,0.030191941,0.998191208,0.459908098,0.402299072,0.31619147,0.035700666,0,0.824202282,0.622621548,0.616897366,0.290621076,0.026799246,0.565196676,0.016304718,0
0.781341342,0.0,0.181492562,0.021915695,0.008376261,0.00604439,0.011438186,0.001012448,0.006241221,7640000000.0,5830000000.0,0.024354839,0.025674544,0.381029375,0.052610275,0.105987698,0.006514144,0.007949165,0.349514767,0.277385647,0.005161719,0.73420695,0.031772041,0.002081659,0.046920177,0.000171658,0.000140777,0.000159899,0.671575566,0.592610902,0.400245304,0.459709498,0.611701774,0.315153774,0.034703799,0,0.755212047,0.623923898,0.608456588,0.283074408,0.026628266,0.564240163,0.021765322,0
0.781565062,0.381921247,0.189035439,0.009725184,0.047653517,0.043486045,0.000885472,0.001225488,0.00515761,8430000000.0,0.00020728,0.015483871,0.011353789,0.390414057,0.006743287,0.331618414,0.045126671,0.063573484,0.399912639,0.277006802,0.006862958,0.7394364,0.0,0.002232185,0.038436251,0.00049033,0.000490105,0.000626305,0.67157736,0.137182622,0.889680328,0.462266407,0.621203927,0.314922363,0.006032382,0,0.79645074,0.624274185,0.626305512,0.275421187,0.026791157,0.565158396,0.141063656,0
0.781624711,0.278165806,0.189161856,0.014822209,0.010410576,0.006943344,0.001843898,0.000781147,0.008100181,824000000.0,0.000665718,0.019032258,0.032545569,0.399176862,0.005454112,0.064288959,0.007063498,0.007143638,0.366587377,0.277365148,0.008993441,0.733435317,2370000000.0,0.002294453,0.016333275,0.000125139,8940000000.0,8740000000.0,0.671579838,0.053773626,0.865732505,0.462767369,0.608494548,0.315372744,0.028056806,0,0.802114361,0.62379601,0.6063908,0.276116438,0.026794485,0.565174215,0.07768322,0
0.781769975,0.038262982,0.174666049,0.018573136,0.018263906,0.012160522,0.003782635,0.0007568,0.008346106,5250000000.0,0.000156595,0.026290323,0.008991966,0.397446914,0.00777898,0.028489489,0.013048619,0.002587867,0.351514975,0.277192403,0.01381185,0.737945148,0.005883078,0.002278179,0.057993256,0.000200298,0.00015081,2810000000.0,0.671564749,0.383011043,0.623938459,0.456410621,0.595581056,0.313257169,0.016061535,0,0.812325523,0.623923378,0.625001214,0.277522158,0.027077445,0.566232494,0.044306913,0
0.781722677,0.14930661,0.240234293,0.045570731,0.021242367,0.01538952,0.002281618,0.002351557,0.002688959,6920000000.0,0.002135593,0.027096774,0.085275326,0.430598584,0.004904021,0.454009967,0.015328574,0.037881732,0.386273038,0.277172932,0.015614522,0.739128589,0.0,0.002671113,0.012234354,0.00021342,0.000162365,0.000375598,0.671594093,0.030332695,0.983545261,0.473398771,0.655375512,0.31854904,0.013798972,0,0.827556171,0.624861921,0.606607775,0.276433855,0.026797454,0.565188245,0.065466733,0
0.781702747,0.086952121,0.210442038,0.061996158,0.006967217,0.00616791,0.006585871,0.000892739,0.007084883,0.000473861,0.002780129,0.044193548,0.025395473,0.397989643,0.001110436,0.087030305,0.006527269,0.003827393,0.341628106,0.277255998,0.001492941,0.733177897,0.0,0.002608215,0.017186753,9430000000.0,9580000000.0,5390000000.0,0.671539189,0.030831273,0.92026467,0.44511225,0.568511285,0.30345916,0.041485746,0,0.834016309,0.623803384,0.602160342,0.279555651,0.026822243,0.565302384,0.03009137,0
0.781369272,0.0,0.167081033,0.035830422,0.00743149,0.006701294,0.008316691,0.000718249,0.008811487,0.000450932,0.004192511,0.041129032,0.065440712,0.395072477,0.001736023,0.027175922,0.007043137,0.00103585,0.34165908,0.277151329,0.001358782,0.734261665,528000000.0,0.002063213,0.055669958,0.000111362,0.000113707,1580000000.0,0.671571217,0.019866812,0.936941242,0.458841474,0.569185967,0.314139265,0.038979273,0,0.741605618,0.623843729,0.599845368,0.280810286,0.026704736,0.564709625,0.026025992,0
0.781590606,0.124607754,0.18570646,0.038356247,0.011206829,0.00580234,0.006716275,0.001513599,0.004179031,9150000000.0,0.000299573,0.036935484,0.00881571,0.393206847,0.003683909,0.035958446,0.005898292,0.002938003,0.356047951,0.27749266,0.014055454,0.73542467,0.016682126,0.002250929,0.045452689,9270000000.0,497000000.0,2570000000.0,0.671577887,0.254874814,0.482242789,0.461320393,0.627344385,0.316201774,0.026094741,0,0.801531632,0.623733815,0.609669987,0.279649715,0.027212239,0.566594118,0.029715376,0
0.781578957,0.0,0.201677131,0.048520048,0.016155956,0.015484967,0.008700608,0.000576223,0.010971877,0.000749771,0.001569733,0.040483871,0.029258405,0.394473214,0.002228411,0.02587089,0.015737757,0.002129651,0.322706505,0.277002074,0.001432361,0.739513435,0.013103402,0.002242666,0.034027303,0.000156756,0.000164176,208000000.0,0.671576812,0.041354397,0.415038229,0.460556778,0.480654876,0.31588835,0.018157433,0,0.798480517,0.624143621,0.605818727,0.281089197,0.029381682,0.568737294,0.025338528,0
0.781705554,0.029152748,0.359150478,0.138557406,0.033618616,0.022564309,0.004375382,0.003516176,0.001798332,0.00012458,0.000518201,0.035967742,0.051064142,0.414508944,0.01433267,0.217850605,0.024177558,0.038966745,0.357780259,0.27714819,0.024712108,0.739105219,0.013785425,0.002787264,0.010915438,0.000117627,9000000000.0,0.000142552,0.671557806,0.187169847,0.278855368,0.451758444,0.618431466,0.310610612,0.008653875,0,0.831576003,0.534543625,0.603700311,0.277952233,0.026844441,0.565400269,0.039826587,0
0.781490255,0.0,0.200244406,0.023171045,0.00806737,0.003366243,0.002859774,0.001442586,0.004381407,8140000000.0,0.00058326,0.021612903,0.021476727,0.388729337,0.005075121,0.016283266,0.003603998,0.001675184,0.345138387,0.278056885,0.011875387,0.732767058,0.00615933,0.002259533,0.014044748,8190000000.0,3600000000.0,1810000000.0,0.671574107,0.092524553,0.670836139,0.460012403,0.57509282,0.314824057,0.03599505,0,0.798377477,0.623480313,0.595354586,0.276853065,0.029022068,0.568577601,0.054804969,0
0.781877624,0.000404899,0.227255489,0.030627524,0.00753695,0.005397467,0.006400751,0.000673612,0.009401538,5500000000.0,8930000000.0,0.023548387,0.011953057,0.402116641,0.020970855,0.14189232,0.005400206,0.00662703,0.35446633,0.277687034,0.005872088,0.73374145,0.003239089,0.002524822,0.018616284,0.000251076,0.000188102,0.000210301,0.671590246,0.516477805,0.879966106,0.462532147,0.619386441,0.317050732,0.038448708,0,0.828090721,0.623448771,0.62020811,0.279421295,0.02683978,0.565380045,0.030654292,0
0.781638887,0.103856666,0.195609119,0.220941664,0.007130711,0.005180371,0.019278855,0.002978503,0.002123672,0.000356924,0.003398944,0.191774194,0.031655479,0.396791117,0.001546527,0.215362984,0.005343885,0.00560873,0.359729845,0.277782473,0.004969043,0.736375089,0.0,0.002436501,0.039427276,6370000000.0,5150000000.0,5560000000.0,0.671584753,0.082544668,0.969981273,0.467235656,0.687971104,0.332600812,0.040566404,0,0.843628914,0.623672008,0.600733009,0.288760367,0.026803665,0.565217338,0.017107344,0
0.781826537,0.205688835,0.203952636,0.008046342,0.08052081,0.074970648,0.000425866,0.000377385,0.016734908,0.00011216,0.000203498,0.013387097,0.007223536,0.396723276,0.004524376,0.520398912,0.076032859,0.178392629,0.408985837,0.277005872,0.011912694,0.739094333,0.0,0.002556866,0.008535882,0.000663921,0.000660574,0.001400908,0.671570357,0.101491292,0.863605368,0.45787738,0.602155434,0.314474738,0.003455775,0,0.812291066,0.60436366,0.611700623,0.275088021,0.026791157,0.565158396,0.248229596,0
0.781606747,0.167020954,0.190257469,0.038053753,0.017493861,0.014913529,0.003408749,0.00071622,0.008837104,0.000220689,0.000532574,0.036935484,0.019749423,0.39567174,0.00234809,0.393125627,0.01561161,0.02453507,0.355159863,0.277062403,0.005211062,0.739908764,0.0,0.002503283,0.021724283,0.000172426,0.000164368,0.000241682,0.671655414,0.084383857,0.984423191,0.513537652,0.603138633,0.337001408,0.016769337,0,0.830716241,0.62441037,0.602647957,0.277250934,0.026798351,0.565192467,0.047903515,0
0.781635659,0.195262678,0.267835321,0.14191509,0.013936306,0.009487989,0.005276357,0.000923174,0.006857743,0.000126299,0.003338425,0.062741935,0.087193573,0.411196038,0.003230929,0.033507723,0.009580194,0.001550419,0.312010997,0.277256314,0.011596624,0.740479697,0.0,0.002398574,0.030218686,0.000121527,8820000000.0,1390000000.0,0.671553457,0.038954885,0.997867795,0.445586991,0.463194472,0.305922915,0.021034719,0,0.825782358,0.623957556,0.603518991,0.278605981,0.026791157,0.565158396,0.034896878,0
0.781513413,0.0,0.173106907,0.069059395,0.004720734,0.00366132,0.028035091,0.000612744,0.010332299,0.00020655,0.000206524,0.076129032,0.023776861,0.392064856,0.014411434,0.005125716,0.004002172,0.000129996,0.334359618,0.276621562,0.002212093,0.725815184,0.0,0.00226897,0.024241957,0.000140473,0.000125404,376000000.0,0.671573445,0.360205619,0.895865494,0.459506831,0.519441018,0.315330266,0.060172177,0,0.801484555,0.623149367,0.5981775,0.295110506,0.030205896,0.5690064,0.014970126,0
0.780926183,0.0,0.174033964,0.005308771,0.008376261,0.00079914,0.00635242,0.000604628,0.010453554,592000000.0,0.000268557,0.013870968,0.111505075,0.394857647,0.016319813,0.036338638,0.001085592,0.001509487,0.364495181,0.278500551,0.019171868,0.735037532,0.0,0.002008547,0.021553051,0.000827229,0.000117313,0.000136923,0.671607845,0.016949233,0.995849339,0.461823375,0.658765337,0.316495653,0.034703337,0,0.768002266,0.621172768,0.601165081,0.279385872,0.026471891,0.562977044,0.030808066,0
0.782000712,0.172891993,0.249167755,0.040685452,0.030947797,0.02615763,0.005190636,0.000850131,0.007434986,7850000000.0,0.000248888,0.025483871,0.010308006,0.406435856,0.00526919,0.295965,0.026304037,0.048595902,0.355483801,0.277070602,0.012333423,0.739415902,0.015197507,0.002852519,0.016054199,0.000239586,0.000216173,0.000370225,0.671577802,0.178274853,0.272284426,0.46061489,0.616539248,0.315399247,0.009419284,0,0.854477289,0.624636991,0.628911707,0.278543753,0.026822365,0.565302937,0.035294259,0
